Vardas                   Pavarde                  Galutinis
VardasNR9304             PavardeNR9304            7.12  
VardasNR9498             PavardeNR9498            7.12  
VardasNR9526             PavardeNR9526            7.12  
VardasNR9554             PavardeNR9554            7.12  
VardasNR9897             PavardeNR9897            7.12  
VardasNR9960             PavardeNR9960            7.12  
VardasNR9995             PavardeNR9995            7.12  
VardasNR10192            PavardeNR10192           7.12  
VardasNR10300            PavardeNR10300           7.12  
VardasNR10552            PavardeNR10552           7.12  
VardasNR10566            PavardeNR10566           7.12  
VardasNR10613            PavardeNR10613           7.12  
VardasNR10748            PavardeNR10748           7.12  
VardasNR10866            PavardeNR10866           7.12  
VardasNR10879            PavardeNR10879           7.12  
VardasNR10940            PavardeNR10940           7.12  
VardasNR10969            PavardeNR10969           7.12  
VardasNR11352            PavardeNR11352           7.12  
VardasNR11454            PavardeNR11454           7.12  
VardasNR11638            PavardeNR11638           7.12  
VardasNR12086            PavardeNR12086           7.12  
VardasNR12244            PavardeNR12244           7.12  
VardasNR12446            PavardeNR12446           7.12  
VardasNR12607            PavardeNR12607           7.12  
VardasNR12953            PavardeNR12953           7.12  
VardasNR12974            PavardeNR12974           7.12  
VardasNR13158            PavardeNR13158           7.12  
VardasNR13306            PavardeNR13306           7.12  
VardasNR13364            PavardeNR13364           7.12  
VardasNR13430            PavardeNR13430           7.12  
VardasNR13445            PavardeNR13445           7.12  
VardasNR13824            PavardeNR13824           7.12  
VardasNR14191            PavardeNR14191           7.12  
VardasNR14268            PavardeNR14268           7.12  
VardasNR14269            PavardeNR14269           7.12  
VardasNR14664            PavardeNR14664           7.12  
VardasNR14778            PavardeNR14778           7.12  
VardasNR14861            PavardeNR14861           7.12  
VardasNR14901            PavardeNR14901           7.12  
VardasNR14992            PavardeNR14992           7.12  
VardasNR15012            PavardeNR15012           7.12  
VardasNR15170            PavardeNR15170           7.12  
VardasNR15432            PavardeNR15432           7.12  
VardasNR15538            PavardeNR15538           7.12  
VardasNR15570            PavardeNR15570           7.12  
VardasNR15627            PavardeNR15627           7.12  
VardasNR15866            PavardeNR15866           7.12  
VardasNR16063            PavardeNR16063           7.12  
VardasNR16151            PavardeNR16151           7.12  
VardasNR16162            PavardeNR16162           7.12  
VardasNR16272            PavardeNR16272           7.12  
VardasNR16452            PavardeNR16452           7.12  
VardasNR16882            PavardeNR16882           7.12  
VardasNR17042            PavardeNR17042           7.12  
VardasNR17588            PavardeNR17588           7.12  
VardasNR17591            PavardeNR17591           7.12  
VardasNR18501            PavardeNR18501           7.12  
VardasNR18526            PavardeNR18526           7.12  
VardasNR18561            PavardeNR18561           7.12  
VardasNR18665            PavardeNR18665           7.12  
VardasNR18740            PavardeNR18740           7.12  
VardasNR18918            PavardeNR18918           7.12  
VardasNR19092            PavardeNR19092           7.12  
VardasNR19113            PavardeNR19113           7.12  
VardasNR19119            PavardeNR19119           7.12  
VardasNR19288            PavardeNR19288           7.12  
VardasNR19596            PavardeNR19596           7.12  
VardasNR19896            PavardeNR19896           7.12  
VardasNR19907            PavardeNR19907           7.12  
VardasNR20513            PavardeNR20513           7.12  
VardasNR21102            PavardeNR21102           7.12  
VardasNR21120            PavardeNR21120           7.12  
VardasNR21196            PavardeNR21196           7.12  
VardasNR21204            PavardeNR21204           7.12  
VardasNR21425            PavardeNR21425           7.12  
VardasNR21433            PavardeNR21433           7.12  
VardasNR21489            PavardeNR21489           7.12  
VardasNR22073            PavardeNR22073           7.12  
VardasNR22389            PavardeNR22389           7.12  
VardasNR22417            PavardeNR22417           7.12  
VardasNR22862            PavardeNR22862           7.12  
VardasNR22954            PavardeNR22954           7.12  
VardasNR23009            PavardeNR23009           7.12  
VardasNR23178            PavardeNR23178           7.12  
VardasNR23212            PavardeNR23212           7.12  
VardasNR23227            PavardeNR23227           7.12  
VardasNR23504            PavardeNR23504           7.12  
VardasNR23595            PavardeNR23595           7.12  
VardasNR23729            PavardeNR23729           7.12  
VardasNR23889            PavardeNR23889           7.12  
VardasNR24217            PavardeNR24217           7.12  
VardasNR24292            PavardeNR24292           7.12  
VardasNR24417            PavardeNR24417           7.12  
VardasNR24477            PavardeNR24477           7.12  
VardasNR24759            PavardeNR24759           7.12  
VardasNR24943            PavardeNR24943           7.12  
VardasNR25569            PavardeNR25569           7.12  
VardasNR25690            PavardeNR25690           7.12  
VardasNR25696            PavardeNR25696           7.12  
VardasNR26147            PavardeNR26147           7.12  
VardasNR26212            PavardeNR26212           7.12  
VardasNR26348            PavardeNR26348           7.12  
VardasNR26376            PavardeNR26376           7.12  
VardasNR26435            PavardeNR26435           7.12  
VardasNR26546            PavardeNR26546           7.12  
VardasNR26557            PavardeNR26557           7.12  
VardasNR26565            PavardeNR26565           7.12  
VardasNR26686            PavardeNR26686           7.12  
VardasNR26956            PavardeNR26956           7.12  
VardasNR27054            PavardeNR27054           7.12  
VardasNR27298            PavardeNR27298           7.12  
VardasNR27352            PavardeNR27352           7.12  
VardasNR27467            PavardeNR27467           7.12  
VardasNR27993            PavardeNR27993           7.12  
VardasNR28713            PavardeNR28713           7.12  
VardasNR28825            PavardeNR28825           7.12  
VardasNR28841            PavardeNR28841           7.12  
VardasNR28843            PavardeNR28843           7.12  
VardasNR28868            PavardeNR28868           7.12  
VardasNR28972            PavardeNR28972           7.12  
VardasNR28991            PavardeNR28991           7.12  
VardasNR29046            PavardeNR29046           7.12  
VardasNR29247            PavardeNR29247           7.12  
VardasNR29397            PavardeNR29397           7.12  
VardasNR29537            PavardeNR29537           7.12  
VardasNR29544            PavardeNR29544           7.12  
VardasNR29898            PavardeNR29898           7.12  
VardasNR29927            PavardeNR29927           7.12  
VardasNR30194            PavardeNR30194           7.12  
VardasNR30295            PavardeNR30295           7.12  
VardasNR30664            PavardeNR30664           7.12  
VardasNR30690            PavardeNR30690           7.12  
VardasNR30759            PavardeNR30759           7.12  
VardasNR30795            PavardeNR30795           7.12  
VardasNR30840            PavardeNR30840           7.12  
VardasNR30964            PavardeNR30964           7.12  
VardasNR31153            PavardeNR31153           7.12  
VardasNR31171            PavardeNR31171           7.12  
VardasNR31316            PavardeNR31316           7.12  
VardasNR31380            PavardeNR31380           7.12  
VardasNR31774            PavardeNR31774           7.12  
VardasNR31815            PavardeNR31815           7.12  
VardasNR31873            PavardeNR31873           7.12  
VardasNR31876            PavardeNR31876           7.12  
VardasNR32146            PavardeNR32146           7.12  
VardasNR32258            PavardeNR32258           7.12  
VardasNR32269            PavardeNR32269           7.12  
VardasNR32308            PavardeNR32308           7.12  
VardasNR32314            PavardeNR32314           7.12  
VardasNR32536            PavardeNR32536           7.12  
VardasNR32961            PavardeNR32961           7.12  
VardasNR33208            PavardeNR33208           7.12  
VardasNR33651            PavardeNR33651           7.12  
VardasNR33730            PavardeNR33730           7.12  
VardasNR33775            PavardeNR33775           7.12  
VardasNR33940            PavardeNR33940           7.12  
VardasNR34184            PavardeNR34184           7.12  
VardasNR34208            PavardeNR34208           7.12  
VardasNR34219            PavardeNR34219           7.12  
VardasNR34508            PavardeNR34508           7.12  
VardasNR34636            PavardeNR34636           7.12  
VardasNR34747            PavardeNR34747           7.12  
VardasNR34910            PavardeNR34910           7.12  
VardasNR35085            PavardeNR35085           7.12  
VardasNR35107            PavardeNR35107           7.12  
VardasNR35133            PavardeNR35133           7.12  
VardasNR35151            PavardeNR35151           7.12  
VardasNR35949            PavardeNR35949           7.12  
VardasNR35969            PavardeNR35969           7.12  
VardasNR36157            PavardeNR36157           7.12  
VardasNR36165            PavardeNR36165           7.12  
VardasNR36393            PavardeNR36393           7.12  
VardasNR36461            PavardeNR36461           7.12  
VardasNR36824            PavardeNR36824           7.12  
VardasNR36833            PavardeNR36833           7.12  
VardasNR37604            PavardeNR37604           7.12  
VardasNR37615            PavardeNR37615           7.12  
VardasNR37690            PavardeNR37690           7.12  
VardasNR37809            PavardeNR37809           7.12  
VardasNR38034            PavardeNR38034           7.12  
VardasNR38062            PavardeNR38062           7.12  
VardasNR38257            PavardeNR38257           7.12  
VardasNR38437            PavardeNR38437           7.12  
VardasNR38661            PavardeNR38661           7.12  
VardasNR39117            PavardeNR39117           7.12  
VardasNR39145            PavardeNR39145           7.12  
VardasNR39232            PavardeNR39232           7.12  
VardasNR39548            PavardeNR39548           7.12  
VardasNR39790            PavardeNR39790           7.12  
VardasNR39926            PavardeNR39926           7.12  
VardasNR40054            PavardeNR40054           7.12  
VardasNR40138            PavardeNR40138           7.12  
VardasNR40227            PavardeNR40227           7.12  
VardasNR40911            PavardeNR40911           7.12  
VardasNR41005            PavardeNR41005           7.12  
VardasNR41047            PavardeNR41047           7.12  
VardasNR41460            PavardeNR41460           7.12  
VardasNR41725            PavardeNR41725           7.12  
VardasNR41891            PavardeNR41891           7.12  
VardasNR42225            PavardeNR42225           7.12  
VardasNR42639            PavardeNR42639           7.12  
VardasNR42794            PavardeNR42794           7.12  
VardasNR42854            PavardeNR42854           7.12  
VardasNR43159            PavardeNR43159           7.12  
VardasNR43339            PavardeNR43339           7.12  
VardasNR43790            PavardeNR43790           7.12  
VardasNR43925            PavardeNR43925           7.12  
VardasNR44003            PavardeNR44003           7.12  
VardasNR44356            PavardeNR44356           7.12  
VardasNR44358            PavardeNR44358           7.12  
VardasNR44551            PavardeNR44551           7.12  
VardasNR44582            PavardeNR44582           7.12  
VardasNR44956            PavardeNR44956           7.12  
VardasNR45930            PavardeNR45930           7.12  
VardasNR45987            PavardeNR45987           7.12  
VardasNR46457            PavardeNR46457           7.12  
VardasNR46759            PavardeNR46759           7.12  
VardasNR46875            PavardeNR46875           7.12  
VardasNR47153            PavardeNR47153           7.12  
VardasNR47294            PavardeNR47294           7.12  
VardasNR47383            PavardeNR47383           7.12  
VardasNR47492            PavardeNR47492           7.12  
VardasNR47509            PavardeNR47509           7.12  
VardasNR47667            PavardeNR47667           7.12  
VardasNR47791            PavardeNR47791           7.12  
VardasNR47809            PavardeNR47809           7.12  
VardasNR47821            PavardeNR47821           7.12  
VardasNR47955            PavardeNR47955           7.12  
VardasNR48150            PavardeNR48150           7.12  
VardasNR48263            PavardeNR48263           7.12  
VardasNR48374            PavardeNR48374           7.12  
VardasNR48664            PavardeNR48664           7.12  
VardasNR48685            PavardeNR48685           7.12  
VardasNR48966            PavardeNR48966           7.12  
VardasNR49087            PavardeNR49087           7.12  
VardasNR49577            PavardeNR49577           7.12  
VardasNR49657            PavardeNR49657           7.12  
VardasNR49817            PavardeNR49817           7.12  
VardasNR50419            PavardeNR50419           7.12  
VardasNR50459            PavardeNR50459           7.12  
VardasNR50473            PavardeNR50473           7.12  
VardasNR50694            PavardeNR50694           7.12  
VardasNR50826            PavardeNR50826           7.12  
VardasNR50903            PavardeNR50903           7.12  
VardasNR50910            PavardeNR50910           7.12  
VardasNR51013            PavardeNR51013           7.12  
VardasNR51163            PavardeNR51163           7.12  
VardasNR51313            PavardeNR51313           7.12  
VardasNR51379            PavardeNR51379           7.12  
VardasNR51835            PavardeNR51835           7.12  
VardasNR52109            PavardeNR52109           7.12  
VardasNR52134            PavardeNR52134           7.12  
VardasNR52139            PavardeNR52139           7.12  
VardasNR52214            PavardeNR52214           7.12  
VardasNR52327            PavardeNR52327           7.12  
VardasNR52388            PavardeNR52388           7.12  
VardasNR52493            PavardeNR52493           7.12  
VardasNR52503            PavardeNR52503           7.12  
VardasNR52656            PavardeNR52656           7.12  
VardasNR52711            PavardeNR52711           7.12  
VardasNR53029            PavardeNR53029           7.12  
VardasNR53167            PavardeNR53167           7.12  
VardasNR53197            PavardeNR53197           7.12  
VardasNR53278            PavardeNR53278           7.12  
VardasNR53527            PavardeNR53527           7.12  
VardasNR53626            PavardeNR53626           7.12  
VardasNR53691            PavardeNR53691           7.12  
VardasNR53808            PavardeNR53808           7.12  
VardasNR53871            PavardeNR53871           7.12  
VardasNR54063            PavardeNR54063           7.12  
VardasNR54199            PavardeNR54199           7.12  
VardasNR54220            PavardeNR54220           7.12  
VardasNR54253            PavardeNR54253           7.12  
VardasNR54297            PavardeNR54297           7.12  
VardasNR54586            PavardeNR54586           7.12  
VardasNR54639            PavardeNR54639           7.12  
VardasNR54861            PavardeNR54861           7.12  
VardasNR54946            PavardeNR54946           7.12  
VardasNR55452            PavardeNR55452           7.12  
VardasNR55676            PavardeNR55676           7.12  
VardasNR55687            PavardeNR55687           7.12  
VardasNR55718            PavardeNR55718           7.12  
VardasNR55824            PavardeNR55824           7.12  
VardasNR55857            PavardeNR55857           7.12  
VardasNR55893            PavardeNR55893           7.12  
VardasNR55910            PavardeNR55910           7.12  
VardasNR56044            PavardeNR56044           7.12  
VardasNR56381            PavardeNR56381           7.12  
VardasNR56475            PavardeNR56475           7.12  
VardasNR56588            PavardeNR56588           7.12  
VardasNR56617            PavardeNR56617           7.12  
VardasNR56709            PavardeNR56709           7.12  
VardasNR57110            PavardeNR57110           7.12  
VardasNR57757            PavardeNR57757           7.12  
VardasNR57877            PavardeNR57877           7.12  
VardasNR58133            PavardeNR58133           7.12  
VardasNR58334            PavardeNR58334           7.12  
VardasNR58396            PavardeNR58396           7.12  
VardasNR58409            PavardeNR58409           7.12  
VardasNR58516            PavardeNR58516           7.12  
VardasNR58609            PavardeNR58609           7.12  
VardasNR58682            PavardeNR58682           7.12  
VardasNR58709            PavardeNR58709           7.12  
VardasNR58734            PavardeNR58734           7.12  
VardasNR58902            PavardeNR58902           7.12  
VardasNR58950            PavardeNR58950           7.12  
VardasNR59243            PavardeNR59243           7.12  
VardasNR59429            PavardeNR59429           7.12  
VardasNR59456            PavardeNR59456           7.12  
VardasNR59499            PavardeNR59499           7.12  
VardasNR59554            PavardeNR59554           7.12  
VardasNR59993            PavardeNR59993           7.12  
VardasNR60046            PavardeNR60046           7.12  
VardasNR60053            PavardeNR60053           7.12  
VardasNR61053            PavardeNR61053           7.12  
VardasNR61191            PavardeNR61191           7.12  
VardasNR61534            PavardeNR61534           7.12  
VardasNR61660            PavardeNR61660           7.12  
VardasNR61702            PavardeNR61702           7.12  
VardasNR61741            PavardeNR61741           7.12  
VardasNR61805            PavardeNR61805           7.12  
VardasNR61813            PavardeNR61813           7.12  
VardasNR61924            PavardeNR61924           7.12  
VardasNR62533            PavardeNR62533           7.12  
VardasNR62546            PavardeNR62546           7.12  
VardasNR62644            PavardeNR62644           7.12  
VardasNR63000            PavardeNR63000           7.12  
VardasNR63187            PavardeNR63187           7.12  
VardasNR63322            PavardeNR63322           7.12  
VardasNR63370            PavardeNR63370           7.12  
VardasNR63636            PavardeNR63636           7.12  
VardasNR63865            PavardeNR63865           7.12  
VardasNR64287            PavardeNR64287           7.12  
VardasNR64288            PavardeNR64288           7.12  
VardasNR64330            PavardeNR64330           7.12  
VardasNR64369            PavardeNR64369           7.12  
VardasNR64502            PavardeNR64502           7.12  
VardasNR64563            PavardeNR64563           7.12  
VardasNR64606            PavardeNR64606           7.12  
VardasNR64901            PavardeNR64901           7.12  
VardasNR65173            PavardeNR65173           7.12  
VardasNR65282            PavardeNR65282           7.12  
VardasNR65699            PavardeNR65699           7.12  
VardasNR65703            PavardeNR65703           7.12  
VardasNR65807            PavardeNR65807           7.12  
VardasNR65955            PavardeNR65955           7.12  
VardasNR65990            PavardeNR65990           7.12  
VardasNR66193            PavardeNR66193           7.12  
VardasNR66225            PavardeNR66225           7.12  
VardasNR66249            PavardeNR66249           7.12  
VardasNR66495            PavardeNR66495           7.12  
VardasNR66981            PavardeNR66981           7.12  
VardasNR66984            PavardeNR66984           7.12  
VardasNR67044            PavardeNR67044           7.12  
VardasNR67096            PavardeNR67096           7.12  
VardasNR67313            PavardeNR67313           7.12  
VardasNR67319            PavardeNR67319           7.12  
VardasNR67369            PavardeNR67369           7.12  
VardasNR67393            PavardeNR67393           7.12  
VardasNR67416            PavardeNR67416           7.12  
VardasNR67539            PavardeNR67539           7.12  
VardasNR67766            PavardeNR67766           7.12  
VardasNR67832            PavardeNR67832           7.12  
VardasNR68126            PavardeNR68126           7.12  
VardasNR68204            PavardeNR68204           7.12  
VardasNR68216            PavardeNR68216           7.12  
VardasNR68263            PavardeNR68263           7.12  
VardasNR68339            PavardeNR68339           7.12  
VardasNR68380            PavardeNR68380           7.12  
VardasNR68473            PavardeNR68473           7.12  
VardasNR68504            PavardeNR68504           7.12  
VardasNR68727            PavardeNR68727           7.12  
VardasNR68977            PavardeNR68977           7.12  
VardasNR69037            PavardeNR69037           7.12  
VardasNR69184            PavardeNR69184           7.12  
VardasNR69475            PavardeNR69475           7.12  
VardasNR69612            PavardeNR69612           7.12  
VardasNR69675            PavardeNR69675           7.12  
VardasNR69689            PavardeNR69689           7.12  
VardasNR69715            PavardeNR69715           7.12  
VardasNR69746            PavardeNR69746           7.12  
VardasNR69783            PavardeNR69783           7.12  
VardasNR70044            PavardeNR70044           7.12  
VardasNR70465            PavardeNR70465           7.12  
VardasNR70873            PavardeNR70873           7.12  
VardasNR71139            PavardeNR71139           7.12  
VardasNR71349            PavardeNR71349           7.12  
VardasNR71370            PavardeNR71370           7.12  
VardasNR71492            PavardeNR71492           7.12  
VardasNR71609            PavardeNR71609           7.12  
VardasNR71636            PavardeNR71636           7.12  
VardasNR71791            PavardeNR71791           7.12  
VardasNR71825            PavardeNR71825           7.12  
VardasNR71872            PavardeNR71872           7.12  
VardasNR72172            PavardeNR72172           7.12  
VardasNR72323            PavardeNR72323           7.12  
VardasNR72335            PavardeNR72335           7.12  
VardasNR72700            PavardeNR72700           7.12  
VardasNR72974            PavardeNR72974           7.12  
VardasNR73063            PavardeNR73063           7.12  
VardasNR73071            PavardeNR73071           7.12  
VardasNR73096            PavardeNR73096           7.12  
VardasNR73163            PavardeNR73163           7.12  
VardasNR73285            PavardeNR73285           7.12  
VardasNR73355            PavardeNR73355           7.12  
VardasNR73411            PavardeNR73411           7.12  
VardasNR73412            PavardeNR73412           7.12  
VardasNR73768            PavardeNR73768           7.12  
VardasNR73788            PavardeNR73788           7.12  
VardasNR73940            PavardeNR73940           7.12  
VardasNR74958            PavardeNR74958           7.12  
VardasNR75184            PavardeNR75184           7.12  
VardasNR75303            PavardeNR75303           7.12  
VardasNR75454            PavardeNR75454           7.12  
VardasNR75563            PavardeNR75563           7.12  
VardasNR76017            PavardeNR76017           7.12  
VardasNR76056            PavardeNR76056           7.12  
VardasNR76079            PavardeNR76079           7.12  
VardasNR77225            PavardeNR77225           7.12  
VardasNR77933            PavardeNR77933           7.12  
VardasNR78062            PavardeNR78062           7.12  
VardasNR78149            PavardeNR78149           7.12  
VardasNR78220            PavardeNR78220           7.12  
VardasNR78542            PavardeNR78542           7.12  
VardasNR78563            PavardeNR78563           7.12  
VardasNR78810            PavardeNR78810           7.12  
VardasNR78899            PavardeNR78899           7.12  
VardasNR79088            PavardeNR79088           7.12  
VardasNR79211            PavardeNR79211           7.12  
VardasNR79539            PavardeNR79539           7.12  
VardasNR79620            PavardeNR79620           7.12  
VardasNR79683            PavardeNR79683           7.12  
VardasNR79733            PavardeNR79733           7.12  
VardasNR79846            PavardeNR79846           7.12  
VardasNR79857            PavardeNR79857           7.12  
VardasNR79928            PavardeNR79928           7.12  
VardasNR80353            PavardeNR80353           7.12  
VardasNR80494            PavardeNR80494           7.12  
VardasNR80627            PavardeNR80627           7.12  
VardasNR80647            PavardeNR80647           7.12  
VardasNR80842            PavardeNR80842           7.12  
VardasNR80849            PavardeNR80849           7.12  
VardasNR80920            PavardeNR80920           7.12  
VardasNR80980            PavardeNR80980           7.12  
VardasNR81216            PavardeNR81216           7.12  
VardasNR81217            PavardeNR81217           7.12  
VardasNR81382            PavardeNR81382           7.12  
VardasNR81417            PavardeNR81417           7.12  
VardasNR81701            PavardeNR81701           7.12  
VardasNR81709            PavardeNR81709           7.12  
VardasNR82155            PavardeNR82155           7.12  
VardasNR82290            PavardeNR82290           7.12  
VardasNR82291            PavardeNR82291           7.12  
VardasNR82571            PavardeNR82571           7.12  
VardasNR82594            PavardeNR82594           7.12  
VardasNR82630            PavardeNR82630           7.12  
VardasNR83016            PavardeNR83016           7.12  
VardasNR83156            PavardeNR83156           7.12  
VardasNR83171            PavardeNR83171           7.12  
VardasNR83310            PavardeNR83310           7.12  
VardasNR83439            PavardeNR83439           7.12  
VardasNR83517            PavardeNR83517           7.12  
VardasNR83558            PavardeNR83558           7.12  
VardasNR83573            PavardeNR83573           7.12  
VardasNR83732            PavardeNR83732           7.12  
VardasNR84388            PavardeNR84388           7.12  
VardasNR84435            PavardeNR84435           7.12  
VardasNR84554            PavardeNR84554           7.12  
VardasNR84630            PavardeNR84630           7.12  
VardasNR84679            PavardeNR84679           7.12  
VardasNR84837            PavardeNR84837           7.12  
VardasNR84977            PavardeNR84977           7.12  
VardasNR84995            PavardeNR84995           7.12  
VardasNR85114            PavardeNR85114           7.12  
VardasNR85341            PavardeNR85341           7.12  
VardasNR85439            PavardeNR85439           7.12  
VardasNR85440            PavardeNR85440           7.12  
VardasNR85473            PavardeNR85473           7.12  
VardasNR85514            PavardeNR85514           7.12  
VardasNR85664            PavardeNR85664           7.12  
VardasNR86151            PavardeNR86151           7.12  
VardasNR86323            PavardeNR86323           7.12  
VardasNR86522            PavardeNR86522           7.12  
VardasNR86675            PavardeNR86675           7.12  
VardasNR86900            PavardeNR86900           7.12  
VardasNR86974            PavardeNR86974           7.12  
VardasNR86997            PavardeNR86997           7.12  
VardasNR87021            PavardeNR87021           7.12  
VardasNR87212            PavardeNR87212           7.12  
VardasNR87239            PavardeNR87239           7.12  
VardasNR87270            PavardeNR87270           7.12  
VardasNR87374            PavardeNR87374           7.12  
VardasNR87663            PavardeNR87663           7.12  
VardasNR87729            PavardeNR87729           7.12  
VardasNR87960            PavardeNR87960           7.12  
VardasNR88080            PavardeNR88080           7.12  
VardasNR88433            PavardeNR88433           7.12  
VardasNR88687            PavardeNR88687           7.12  
VardasNR89277            PavardeNR89277           7.12  
VardasNR89481            PavardeNR89481           7.12  
VardasNR90265            PavardeNR90265           7.12  
VardasNR90394            PavardeNR90394           7.12  
VardasNR90440            PavardeNR90440           7.12  
VardasNR90502            PavardeNR90502           7.12  
VardasNR90651            PavardeNR90651           7.12  
VardasNR90999            PavardeNR90999           7.12  
VardasNR91019            PavardeNR91019           7.12  
VardasNR91033            PavardeNR91033           7.12  
VardasNR91081            PavardeNR91081           7.12  
VardasNR91095            PavardeNR91095           7.12  
VardasNR91132            PavardeNR91132           7.12  
VardasNR91187            PavardeNR91187           7.12  
VardasNR91382            PavardeNR91382           7.12  
VardasNR91679            PavardeNR91679           7.12  
VardasNR91805            PavardeNR91805           7.12  
VardasNR91823            PavardeNR91823           7.12  
VardasNR91921            PavardeNR91921           7.12  
VardasNR92153            PavardeNR92153           7.12  
VardasNR92537            PavardeNR92537           7.12  
VardasNR92668            PavardeNR92668           7.12  
VardasNR92878            PavardeNR92878           7.12  
VardasNR92994            PavardeNR92994           7.12  
VardasNR93200            PavardeNR93200           7.12  
VardasNR93532            PavardeNR93532           7.12  
VardasNR93570            PavardeNR93570           7.12  
VardasNR93571            PavardeNR93571           7.12  
VardasNR93887            PavardeNR93887           7.12  
VardasNR93982            PavardeNR93982           7.12  
VardasNR94051            PavardeNR94051           7.12  
VardasNR94250            PavardeNR94250           7.12  
VardasNR94451            PavardeNR94451           7.12  
VardasNR94483            PavardeNR94483           7.12  
VardasNR94725            PavardeNR94725           7.12  
VardasNR94793            PavardeNR94793           7.12  
VardasNR94957            PavardeNR94957           7.12  
VardasNR94961            PavardeNR94961           7.12  
VardasNR95085            PavardeNR95085           7.12  
VardasNR95120            PavardeNR95120           7.12  
VardasNR95708            PavardeNR95708           7.12  
VardasNR95882            PavardeNR95882           7.12  
VardasNR95950            PavardeNR95950           7.12  
VardasNR95955            PavardeNR95955           7.12  
VardasNR96233            PavardeNR96233           7.12  
VardasNR96403            PavardeNR96403           7.12  
VardasNR96418            PavardeNR96418           7.12  
VardasNR96606            PavardeNR96606           7.12  
VardasNR96883            PavardeNR96883           7.12  
VardasNR96984            PavardeNR96984           7.12  
VardasNR97113            PavardeNR97113           7.12  
VardasNR97169            PavardeNR97169           7.12  
VardasNR97509            PavardeNR97509           7.12  
VardasNR97860            PavardeNR97860           7.12  
VardasNR97935            PavardeNR97935           7.12  
VardasNR97942            PavardeNR97942           7.12  
VardasNR98279            PavardeNR98279           7.12  
VardasNR98343            PavardeNR98343           7.12  
VardasNR98686            PavardeNR98686           7.12  
VardasNR98829            PavardeNR98829           7.12  
VardasNR99167            PavardeNR99167           7.12  
VardasNR99432            PavardeNR99432           7.12  
VardasNR99513            PavardeNR99513           7.12  
VardasNR99554            PavardeNR99554           7.12  
VardasNR99849            PavardeNR99849           7.12  
VardasNR99901            PavardeNR99901           7.12  
VardasNR2358             PavardeNR2358            7.12  
VardasNR2442             PavardeNR2442            7.12  
VardasNR2887             PavardeNR2887            7.12  
VardasNR6737             PavardeNR6737            7.12  
VardasNR7142             PavardeNR7142            7.12  
VardasNR7443             PavardeNR7443            7.12  
VardasNR10965            PavardeNR10965           7.12  
VardasNR11592            PavardeNR11592           7.12  
VardasNR12716            PavardeNR12716           7.12  
VardasNR12899            PavardeNR12899           7.12  
VardasNR14718            PavardeNR14718           7.12  
VardasNR15364            PavardeNR15364           7.12  
VardasNR16278            PavardeNR16278           7.12  
VardasNR18704            PavardeNR18704           7.12  
VardasNR20234            PavardeNR20234           7.12  
VardasNR20953            PavardeNR20953           7.12  
VardasNR22602            PavardeNR22602           7.12  
VardasNR23503            PavardeNR23503           7.12  
VardasNR24791            PavardeNR24791           7.12  
VardasNR27631            PavardeNR27631           7.12  
VardasNR28356            PavardeNR28356           7.12  
VardasNR28888            PavardeNR28888           7.12  
VardasNR30658            PavardeNR30658           7.12  
VardasNR31501            PavardeNR31501           7.12  
VardasNR31763            PavardeNR31763           7.12  
VardasNR35544            PavardeNR35544           7.12  
VardasNR42159            PavardeNR42159           7.12  
VardasNR42238            PavardeNR42238           7.12  
VardasNR43059            PavardeNR43059           7.12  
VardasNR43161            PavardeNR43161           7.12  
VardasNR43656            PavardeNR43656           7.12  
VardasNR45150            PavardeNR45150           7.12  
VardasNR48683            PavardeNR48683           7.12  
VardasNR49659            PavardeNR49659           7.12  
VardasNR52239            PavardeNR52239           7.12  
VardasNR54182            PavardeNR54182           7.12  
VardasNR55652            PavardeNR55652           7.12  
VardasNR55939            PavardeNR55939           7.12  
VardasNR56682            PavardeNR56682           7.12  
VardasNR56946            PavardeNR56946           7.12  
VardasNR57855            PavardeNR57855           7.12  
VardasNR57929            PavardeNR57929           7.12  
VardasNR59287            PavardeNR59287           7.12  
VardasNR59525            PavardeNR59525           7.12  
VardasNR60031            PavardeNR60031           7.12  
VardasNR61341            PavardeNR61341           7.12  
VardasNR61644            PavardeNR61644           7.12  
VardasNR62055            PavardeNR62055           7.12  
VardasNR69099            PavardeNR69099           7.12  
VardasNR71749            PavardeNR71749           7.12  
VardasNR71775            PavardeNR71775           7.12  
VardasNR73546            PavardeNR73546           7.12  
VardasNR77422            PavardeNR77422           7.12  
VardasNR78399            PavardeNR78399           7.12  
VardasNR79000            PavardeNR79000           7.12  
VardasNR79040            PavardeNR79040           7.12  
VardasNR79144            PavardeNR79144           7.12  
VardasNR80285            PavardeNR80285           7.12  
VardasNR81750            PavardeNR81750           7.12  
VardasNR81782            PavardeNR81782           7.12  
VardasNR81788            PavardeNR81788           7.12  
VardasNR84123            PavardeNR84123           7.12  
VardasNR86356            PavardeNR86356           7.12  
VardasNR86686            PavardeNR86686           7.12  
VardasNR86714            PavardeNR86714           7.12  
VardasNR88367            PavardeNR88367           7.12  
VardasNR90301            PavardeNR90301           7.12  
VardasNR91670            PavardeNR91670           7.12  
VardasNR92300            PavardeNR92300           7.12  
VardasNR94569            PavardeNR94569           7.12  
VardasNR95539            PavardeNR95539           7.12  
